row_id,error_type,original_text,corrected_text,source_sentence,hypothesis_sentence
7,M:ADV,,when,I consider that is more convenient to drive a car because you carry on more things in your own car than travelling by car .,I consider that it is more convenient to drive a car because you can carry more things in your own car than when travelling by car .
8,U:PREP,to,,"Also , you 'll meet friendly people who usually ask to you something to be friends and change your telephone number .","Also , you 'll meet friendly people who usually ask you something to be friends and change your telephone number ."
9,M:PUNCT,,",",In my experience when I did n't have a car I used to use the bus to go to the school and go back to my house .,"In my experience , when I did n't have a car , I used to use the bus to go to school and go back to my house ."
9,M:PUNCT,,",",In my experience when I did n't have a car I used to use the bus to go to the school and go back to my house .,"In my experience , when I did n't have a car , I used to use the bus to go to school and go back to my house ."
9,U:DET,the,,In my experience when I did n't have a car I used to use the bus to go to the school and go back to my house .,"In my experience , when I did n't have a car , I used to use the bus to go to school and go back to my house ."
10,R:PREP,in,on,"In my opinion , the car is n't necessary when you have crashed in the street , in that moment you realized the importance of a public transport .","In my opinion , the car is n't necessary when you have crashed on the street , at that moment you realize the importance of public transport ."
10,R:PREP,in,at,"In my opinion , the car is n't necessary when you have crashed in the street , in that moment you realized the importance of a public transport .","In my opinion , the car is n't necessary when you have crashed on the street , at that moment you realize the importance of public transport ."
10,R:VERB:TENSE,realized,realize,"In my opinion , the car is n't necessary when you have crashed in the street , in that moment you realized the importance of a public transport .","In my opinion , the car is n't necessary when you have crashed on the street , at that moment you realize the importance of public transport ."
10,U:DET,a,,"In my opinion , the car is n't necessary when you have crashed in the street , in that moment you realized the importance of a public transport .","In my opinion , the car is n't necessary when you have crashed on the street , at that moment you realize the importance of public transport ."
11,M:PUNCT,,",","In India we have various types of Public transport , like Cycle , Bike , Car , Train & Flight .","In India , we have various types of public transport , like cycles , bikes , cars , trains , and flights ."
11,R:ORTH,Public,public,"In India we have various types of Public transport , like Cycle , Bike , Car , Train & Flight .","In India , we have various types of public transport , like cycles , bikes , cars , trains , and flights ."
11,R:MORPH,Cycle,cycles,"In India we have various types of Public transport , like Cycle , Bike , Car , Train & Flight .","In India , we have various types of public transport , like cycles , bikes , cars , trains , and flights ."
11,R:MORPH,Bike,bikes,"In India we have various types of Public transport , like Cycle , Bike , Car , Train & Flight .","In India , we have various types of public transport , like cycles , bikes , cars , trains , and flights ."
11,R:MORPH,Car,cars,"In India we have various types of Public transport , like Cycle , Bike , Car , Train & Flight .","In India , we have various types of public transport , like cycles , bikes , cars , trains , and flights ."
11,R:OTHER,Train &,"trains , and","In India we have various types of Public transport , like Cycle , Bike , Car , Train & Flight .","In India , we have various types of public transport , like cycles , bikes , cars , trains , and flights ."
11,R:MORPH,Flight,flights,"In India we have various types of Public transport , like Cycle , Bike , Car , Train & Flight .","In India , we have various types of public transport , like cycles , bikes , cars , trains , and flights ."
12,M:DET,,the,"Depending on the distance and duration to the desired place , mode of transport is chosen accordingly .","Depending on the distance and duration to the desired place , the mode of transport is chosen accordingly ."
13,R:ORTH,Generally,generally,"But Generally speaking , travelling by car is much more fun when compared with other modes of transport .","But generally speaking , travelling by car is much more fun when compared with other modes of transport ."
14,U:VERB:TENSE,have,,This reminds me of a trip that I have recently been to and the place is Agra .,"This reminds me of a trip that I recently went to , and the place is Agra ."
14,R:VERB,been,went,This reminds me of a trip that I have recently been to and the place is Agra .,"This reminds me of a trip that I recently went to , and the place is Agra ."
14,M:PUNCT,,",",This reminds me of a trip that I have recently been to and the place is Agra .,"This reminds me of a trip that I recently went to , and the place is Agra ."
15,R:ORTH,National,national,It takes around 6 hours by National highway to go from Delhi to Agra .,It takes around 6 hours by national highway to go from Delhi to Agra .
16,U:VERB,having,,"We have stopped at hotels for having food and just in case if any of us feels hungry , we have purchased some snacks just before the trip .","We have stopped at hotels for food , and just in case any of us feels hungry , we have purchased some snacks just before the trip ."
16,M:PUNCT,,",","We have stopped at hotels for having food and just in case if any of us feels hungry , we have purchased some snacks just before the trip .","We have stopped at hotels for food , and just in case any of us feels hungry , we have purchased some snacks just before the trip ."
16,U:PREP,if,,"We have stopped at hotels for having food and just in case if any of us feels hungry , we have purchased some snacks just before the trip .","We have stopped at hotels for food , and just in case any of us feels hungry , we have purchased some snacks just before the trip ."
17,U:VERB:FORM,to,,"Since , we have the option to wait anytime we want to when we travel by car ( which is impossible when travelling by train & Flight ) .","Since , we have the option to wait anytime we want when we travel by car ( which is impossible when traveling by train & flight ) ."
17,R:VERB:FORM,travelling,traveling,"Since , we have the option to wait anytime we want to when we travel by car ( which is impossible when travelling by train & Flight ) .","Since , we have the option to wait anytime we want when we travel by car ( which is impossible when traveling by train & flight ) ."
17,R:ORTH,Flight,flight,"Since , we have the option to wait anytime we want to when we travel by car ( which is impossible when travelling by train & Flight ) .","Since , we have the option to wait anytime we want when we travel by car ( which is impossible when traveling by train & flight ) ."
19,R:OTHER,above mentioned,above-mentioned,"Due to the above mentioned reasons , I am going to conclude that travelling by car is much more convenient .","Due to the above-mentioned reasons , I am going to conclude that travelling by car is much more convenient ."
22,R:VERB:FORM,join,joining,I am looking forward to join you in this year summer camps .,I am looking forward to joining you in this year 's summer camps .
22,M:NOUN:POSS,,'s,I am looking forward to join you in this year summer camps .,I am looking forward to joining you in this year 's summer camps .
23,R:ORTH,also,Also,"I love children , and I enjoy looking after them . also , I organized many sports activities before in my school .","I love children , and I enjoy looking after them . Also , I organized many sports activities before in my school ."
24,R:ORTH,i,I,"In addition to that , i enjoy cooking .","In addition to that , I enjoy cooking ."
25,R:VERB:SVA,think,thinks,My family think that my cook is amazing .,My family thinks that my cooking is amazing .
25,R:MORPH,cook,cooking,My family think that my cook is amazing .,My family thinks that my cooking is amazing .
26,R:SPELL,my,me,I hope that you give my the chance to join you .,I hope that you give me the chance to join you .
27,M:PUNCT,,.,Thanks,Thanks .
28,R:VERB:FORM,plays,playing,My favourite sport is volleyball because I love plays with my friends .,My favourite sport is volleyball because I love playing with my friends .
29,R:VERB:FORM,play,played,"Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,R:OTHER,every place,everywhere,"Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,R:PUNCT,", when",. When,"Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,R:PREP,on,to,"Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,M:PUNCT,,",","Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,M:VERB:FORM,,to,"Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,R:MORPH,plays,play,"Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,M:PUNCT,,",","Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,M:PUNCT,,",","Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
29,R:VERB:TENSE,are going,go,"Volleyball is a sport play every place , when I travel on the beach I like plays with my sister in the sand and after we are going to the sea .","Volleyball is a sport played everywhere . When I travel to the beach , I like to play with my sister in the sand , and after , we go to the sea ."
31,R:ORTH,when,When,when I was young I like plays with the ball in the playground and my friend and I played using the soccer goals as a network of volleyball .,"When I was young , I liked playing with the ball in the playground , and my friend and I played using the soccer goals as a net for volleyball ."
31,M:PUNCT,,",",when I was young I like plays with the ball in the playground and my friend and I played using the soccer goals as a network of volleyball .,"When I was young , I liked playing with the ball in the playground , and my friend and I played using the soccer goals as a net for volleyball ."
31,R:VERB:TENSE,like,liked,when I was young I like plays with the ball in the playground and my friend and I played using the soccer goals as a network of volleyball .,"When I was young , I liked playing with the ball in the playground , and my friend and I played using the soccer goals as a net for volleyball ."
31,R:VERB:FORM,plays,playing,when I was young I like plays with the ball in the playground and my friend and I played using the soccer goals as a network of volleyball .,"When I was young , I liked playing with the ball in the playground , and my friend and I played using the soccer goals as a net for volleyball ."
31,M:PUNCT,,",",when I was young I like plays with the ball in the playground and my friend and I played using the soccer goals as a network of volleyball .,"When I was young , I liked playing with the ball in the playground , and my friend and I played using the soccer goals as a net for volleyball ."
31,R:NOUN,network,net,when I was young I like plays with the ball in the playground and my friend and I played using the soccer goals as a network of volleyball .,"When I was young , I liked playing with the ball in the playground , and my friend and I played using the soccer goals as a net for volleyball ."
31,R:PREP,of,for,when I was young I like plays with the ball in the playground and my friend and I played using the soccer goals as a network of volleyball .,"When I was young , I liked playing with the ball in the playground , and my friend and I played using the soccer goals as a net for volleyball ."
33,R:PREP,that,about,How are you ? I 'm writing to inform you that some advice on travelling and working in my country .,How are you ? I 'm writing to inform you about some advice on travelling and working in my country .
34,R:NOUN:NUM,place,places,"On the one hand , in my country there are a lot of place to travel .","On the one hand , in my country there are a lot of places to travel ."
35,M:PUNCT,,",","For example Barcelona , Madrid , Sevilla , Valencia .","For example , Barcelona , Madrid , Sevilla , Valencia ."
36,M:PUNCT,for,. For,"There are wonderful cities because there are a lot of things to visit for example in Madrid you can visit "" Puerta del Sol "" , "" Las Cibeles "" .","There are wonderful cities because there are a lot of things to visit . For example , in Madrid , you can visit "" Puerta del Sol "" and "" Las Cibeles "" ."
36,M:PUNCT,,",","There are wonderful cities because there are a lot of things to visit for example in Madrid you can visit "" Puerta del Sol "" , "" Las Cibeles "" .","There are wonderful cities because there are a lot of things to visit . For example , in Madrid , you can visit "" Puerta del Sol "" and "" Las Cibeles "" ."
36,M:PUNCT,,",","There are wonderful cities because there are a lot of things to visit for example in Madrid you can visit "" Puerta del Sol "" , "" Las Cibeles "" .","There are wonderful cities because there are a lot of things to visit . For example , in Madrid , you can visit "" Puerta del Sol "" and "" Las Cibeles "" ."
36,R:OTHER,",",and,"There are wonderful cities because there are a lot of things to visit for example in Madrid you can visit "" Puerta del Sol "" , "" Las Cibeles "" .","There are wonderful cities because there are a lot of things to visit . For example , in Madrid , you can visit "" Puerta del Sol "" and "" Las Cibeles "" ."
38,M:PUNCT,,",",All summer I visit Sevilla because I love this city and I suggest that you visit Sevilla .,"All summer I visit Sevilla because I love this city , and I suggest that you visit Sevilla ."
39,R:NOUN:NUM,job,jobs,"On the other hand , in my country there are a few job because the economy is very bad .","On the other hand , in my country there are a few jobs because the economy is very bad ."
40,M:PUNCT,,",","But , if you want I look for a job from you .","But , if you want , I can look for a job from you ."
40,M:VERB:TENSE,,can,"But , if you want I look for a job from you .","But , if you want , I can look for a job from you ."
41,M:VERB:TENSE,,is,My best friend looking for a people responsible for look after her sister .,My best friend is looking for a person responsible for looking after her sister .
41,R:NOUN,people,person,My best friend looking for a people responsible for look after her sister .,My best friend is looking for a person responsible for looking after her sister .
41,R:VERB:FORM,look,looking,My best friend looking for a people responsible for look after her sister .,My best friend is looking for a person responsible for looking after her sister .
42,M:PUNCT,,",",Her sister is 6 years old and you should look after every weekend .,"Her sister is 6 years old , and you should look after her every weekend ."
42,M:PRON,,her,Her sister is 6 years old and you should look after every weekend .,"Her sister is 6 years old , and you should look after her every weekend ."
43,R:MORPH,interesting,interested,You will be interesting in this job ?,You will be interested in this job ?
44,R:DET,you,your,"Thank you for you e - mail , it was wonderful to hear from you .","Thank you for your e - mail , it was wonderful to hear from you ."
47,R:VERB:SVA,play,plays,Today public transport still play an important role in transport system and it will keep on in the future .,"Today public transport still plays an important role in the transport system , and it will keep on in the future ."
47,M:DET,,the,Today public transport still play an important role in transport system and it will keep on in the future .,"Today public transport still plays an important role in the transport system , and it will keep on in the future ."
47,M:PUNCT,,",",Today public transport still play an important role in transport system and it will keep on in the future .,"Today public transport still plays an important role in the transport system , and it will keep on in the future ."
48,R:OTHER,cost effective,cost-effective,Because public transport is a cost effective and better resource allocation in mass transport system .,Because public transport is a cost-effective and better resource allocation in mass transport systems .
48,R:NOUN:NUM,system,systems,Because public transport is a cost effective and better resource allocation in mass transport system .,Because public transport is a cost-effective and better resource allocation in mass transport systems .
49,M:PUNCT,,",",Also people need not to suffer high operating cost running their own car .,"Also , people need not suffer high operating costs running their own car ."
49,U:VERB:FORM,to,,Also people need not to suffer high operating cost running their own car .,"Also , people need not suffer high operating costs running their own car ."
49,R:NOUN:NUM,cost,costs,Also people need not to suffer high operating cost running their own car .,"Also , people need not suffer high operating costs running their own car ."
50,R:VERB:FORM,going,to go,But it can use a cheaper way going to their destination especially it is far away from home .,"But it can use a cheaper way to go to their destination , especially if it is far away from home ."
50,M:PUNCT,,",",But it can use a cheaper way going to their destination especially it is far away from home .,"But it can use a cheaper way to go to their destination , especially if it is far away from home ."
50,M:PREP,,if,But it can use a cheaper way going to their destination especially it is far away from home .,"But it can use a cheaper way to go to their destination , especially if it is far away from home ."
51,R:VERB:FORM,travelling,to travel,"For example , I think that it is not affordable for an ordinary person to own a private airplane travelling to another country .","For example , I think that it is not affordable for an ordinary person to own a private airplane to travel to another country ."
52,M:PUNCT,,",",Instead it will be common to buy an air ticket and ride on public plane .,"Instead , it will be common to buy an air ticket and ride on a public plane ."
52,M:DET,,a,Instead it will be common to buy an air ticket and ride on public plane .,"Instead , it will be common to buy an air ticket and ride on a public plane ."
53,M:PUNCT,,",","In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,M:DET,,the,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,R:VERB:SVA,does,do,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,M:PUNCT,,",","In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,M:VERB:TENSE,,will,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,M:DET,,a,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,M:PUNCT,,",","In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,U:OTHER,more the,,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,R:OTHER,then,more than,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,R:NOUN:NUM,bus,buses,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
53,M:DET,,the,"In my opinion I think that public transport in future is going to continue to be used because there are a lot of people that does n't have enough money to pay for a car even if it is used , so public transport continue to have future but people are going to use more the cars then bus or underground .","In my opinion , I think that public transport in the future is going to continue to be used because there are a lot of people that do n't have enough money to pay for a car , even if it is used , so public transport will continue to have a future , but people are going to use cars more than buses or the underground ."
54,M:PUNCT,,",",If we think about it the car is better because we do n't need to wait for them has we are waiting for the bus or underground but in another way car cust more money than the public transport .,"If we think about it , the car is better because we do n't need to wait for them as we are waiting for the bus or underground , but in another way , the car costs more money than public transport ."
54,R:SPELL,has,as,If we think about it the car is better because we do n't need to wait for them has we are waiting for the bus or underground but in another way car cust more money than the public transport .,"If we think about it , the car is better because we do n't need to wait for them as we are waiting for the bus or underground , but in another way , the car costs more money than public transport ."
54,M:PUNCT,,",",If we think about it the car is better because we do n't need to wait for them has we are waiting for the bus or underground but in another way car cust more money than the public transport .,"If we think about it , the car is better because we do n't need to wait for them as we are waiting for the bus or underground , but in another way , the car costs more money than public transport ."
54,M:OTHER,,", the",If we think about it the car is better because we do n't need to wait for them has we are waiting for the bus or underground but in another way car cust more money than the public transport .,"If we think about it , the car is better because we do n't need to wait for them as we are waiting for the bus or underground , but in another way , the car costs more money than public transport ."
54,R:SPELL,cust,costs,If we think about it the car is better because we do n't need to wait for them has we are waiting for the bus or underground but in another way car cust more money than the public transport .,"If we think about it , the car is better because we do n't need to wait for them as we are waiting for the bus or underground , but in another way , the car costs more money than public transport ."
54,U:DET,the,,If we think about it the car is better because we do n't need to wait for them has we are waiting for the bus or underground but in another way car cust more money than the public transport .,"If we think about it , the car is better because we do n't need to wait for them as we are waiting for the bus or underground , but in another way , the car costs more money than public transport ."
55,M:PUNCT,,",",By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,M:PUNCT,,",",By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,M:PUNCT,,",",By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,R:ADJ,unkwoned,unknown,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,M:PUNCT,but,. But,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,R:VERB:TENSE,chose,choose,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,M:PUNCT,,",",By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,M:PUNCT,,",",By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,R:SPELL,trasnportations,transportations,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,M:PUNCT,,",",By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,U:DET,the,,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,M:ADV,,necessarily,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,U:NOUN,necessarialy,,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
55,U:DET,the,,By car we can just stay with ourselves which can be good because we can listen to the music that we like and we do n't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars do n't need necessarialy to end up with the public transport .,"By car , we can just stay with ourselves , which can be good because we can listen to the music that we like , and we do n't need to be around people that are unknown . But if we choose public transport , we can meet friends or family , so both transportations are good , and cars do n't necessarily need to end up with public transport ."
56,U:PRON,it,,If I had it to choose between both transportation I think I probably chose car because it is better for me to go by car then to go by bus .,"If I had to choose between both transportation options , I think I would probably choose a car because it is better for me to go by car than to go by bus ."
56,M:OTHER,,"options ,",If I had it to choose between both transportation I think I probably chose car because it is better for me to go by car then to go by bus .,"If I had to choose between both transportation options , I think I would probably choose a car because it is better for me to go by car than to go by bus ."
56,M:VERB:TENSE,,would,If I had it to choose between both transportation I think I probably chose car because it is better for me to go by car then to go by bus .,"If I had to choose between both transportation options , I think I would probably choose a car because it is better for me to go by car than to go by bus ."
56,R:VERB:TENSE,chose,choose,If I had it to choose between both transportation I think I probably chose car because it is better for me to go by car then to go by bus .,"If I had to choose between both transportation options , I think I would probably choose a car because it is better for me to go by car than to go by bus ."
56,M:DET,,a,If I had it to choose between both transportation I think I probably chose car because it is better for me to go by car then to go by bus .,"If I had to choose between both transportation options , I think I would probably choose a car because it is better for me to go by car than to go by bus ."
56,R:SPELL,then,than,If I had it to choose between both transportation I think I probably chose car because it is better for me to go by car then to go by bus .,"If I had to choose between both transportation options , I think I would probably choose a car because it is better for me to go by car than to go by bus ."
